time,lat,lon,u,v,speed_mps,heading_deg,ok
2026-01-20T23:00:00+00:00,33.2377,-37.2732,0.04414868727326393,-0.16728490591049194,0.17301256120130296,165.21597414549353,True
2026-01-20T23:10:00+00:00,33.23679734241862,-37.27291518159274,0.04414868727326393,-0.16728490591049194,0.17301256120130296,165.21597414549353,True
2026-01-20T23:20:00+00:00,33.23589468483724,-37.27263036612592,0.04414868727326393,-0.16728490591049194,0.17301256120130296,165.21597414549353,True
2026-01-20T23:30:00+00:00,33.23499202725586,-37.27234555359941,0.04414868727326393,-0.16728490591049194,0.17301256120130296,165.21597414549353,True
2026-01-20T23:40:00+00:00,33.234089369674486,-37.27206074401308,0.04414868727326393,-0.16728490591049194,0.17301256120130296,165.21597414549353,True
2026-01-20T23:50:00+00:00,33.23318671209311,-37.27177593736681,0.04414868727326393,-0.16728490591049194,0.17301256120130296,165.21597414549353,True
2026-01-21T00:00:00+00:00,33.23228405451173,-37.27149113366046,0.04414868727326393,-0.16728490591049194,0.17301256120130296,165.21597414549353,True
2026-01-21T00:10:00+00:00,33.23138139693035,-37.271206332893904,0.04414868727326393,-0.16728490591049194,0.17301256120130296,165.21597414549353,True
2026-01-21T00:20:00+00:00,33.230478739348975,-37.270921535067004,0.04414868727326393,-0.16728490591049194,0.17301256120130296,165.21597414549353,True
2026-01-21T00:30:00+00:00,33.2295760817676,-37.27063674017963,0.04414868727326393,-0.16728490591049194,0.17301256120130296,165.21597414549353,True
2026-01-21T00:40:00+00:00,33.22867342418622,-37.27035194823166,0.04414868727326393,-0.16728490591049194,0.17301256120130296,165.21597414549353,True
2026-01-21T00:50:00+00:00,33.22777076660484,-37.27006715922295,0.04414868727326393,-0.16728490591049194,0.17301256120130296,165.21597414549353,True
2026-01-21T01:00:00+00:00,33.226868109023464,-37.26978237315337,0.04414868727326393,-0.16728490591049194,0.17301256120130296,165.21597414549353,True
2026-01-21T01:10:00+00:00,33.225965451442086,-37.269497590022794,0.04414868727326393,-0.16728490591049194,0.17301256120130296,165.21597414549353,True
2026-01-21T01:20:00+00:00,33.22506279386071,-37.26921280983109,0.04414868727326393,-0.16728490591049194,0.17301256120130296,165.21597414549353,True
2026-01-21T01:30:00+00:00,33.22416013627933,-37.268928032578124,0.04414868727326393,-0.16728490591049194,0.17301256120130296,165.21597414549353,True
2026-01-21T01:40:00+00:00,33.22325747869795,-37.268643258263765,0.04414868727326393,-0.16728490591049194,0.17301256120130296,165.21597414549353,True
2026-01-21T01:50:00+00:00,33.222354821116575,-37.268358486887884,0.04414868727326393,-0.16728490591049194,0.17301256120130296,165.21597414549353,True
2026-01-21T02:00:00+00:00,33.2214521635352,-37.268073718450346,0.04414868727326393,-0.16728490591049194,0.17301256120130296,165.21597414549353,True
2026-01-21T02:10:00+00:00,33.22054950595382,-37.26778895295102,0.04414868727326393,-0.16728490591049194,0.17301256120130296,165.21597414549353,True
2026-01-21T02:20:00+00:00,33.21964684837244,-37.267504190389786,0.044763389974832535,-0.15953078866004944,0.16569198415293449,164.32619636173115,True
2026-01-21T02:30:00+00:00,33.21878603146214,-37.26721546592585,0.044763389974832535,-0.15953078866004944,0.16569198415293449,164.32619636173115,True
2026-01-21T02:40:00+00:00,33.21792521455183,-37.26692674430257,0.044763389974832535,-0.15953078866004944,0.16569198415293449,164.32619636173115,True
2026-01-21T02:50:00+00:00,33.21706439764153,-37.26663802551983,0.044763389974832535,-0.15953078866004944,0.16569198415293449,164.32619636173115,True
2026-01-21T03:00:00+00:00,33.216203580731225,-37.26634930957751,0.044763389974832535,-0.15953078866004944,0.16569198415293449,164.32619636173115,True
2026-01-21T03:10:00+00:00,33.21534276382092,-37.26606059647547,0.044763389974832535,-0.15953078866004944,0.16569198415293449,164.32619636173115,True
2026-01-21T03:20:00+00:00,33.21448194691062,-37.26577188621361,0.044763389974832535,-0.15953078866004944,0.16569198415293449,164.32619636173115,True
2026-01-21T03:30:00+00:00,33.21362113000031,-37.26548317879179,0.044763389974832535,-0.15953078866004944,0.16569198415293449,164.32619636173115,True
2026-01-21T03:40:00+00:00,33.21276031309001,-37.265194474209906,0.044763389974832535,-0.15953078866004944,0.16569198415293449,164.32619636173115,True
2026-01-21T03:50:00+00:00,33.211899496179704,-37.26490577246783,0.044763389974832535,-0.15953078866004944,0.16569198415293449,164.32619636173115,True
2026-01-21T04:00:00+00:00,33.2110386792694,-37.26461707356544,0.044763389974832535,-0.15953078866004944,0.16569198415293449,164.32619636173115,True
2026-01-21T04:10:00+00:00,33.210177862359096,-37.264328377502615,0.044763389974832535,-0.15953078866004944,0.16569198415293449,164.32619636173115,True
2026-01-21T04:20:00+00:00,33.20931704544879,-37.26403968427924,0.044763389974832535,-0.15953078866004944,0.16569198415293449,164.32619636173115,True
2026-01-21T04:30:00+00:00,33.20845622853849,-37.26375099389519,0.044763389974832535,-0.15953078866004944,0.16569198415293449,164.32619636173115,True
2026-01-21T04:40:00+00:00,33.20759541162818,-37.263462306350334,0.044763389974832535,-0.15953078866004944,0.16569198415293449,164.32619636173115,True
2026-01-21T04:50:00+00:00,33.20673459471788,-37.26317362164457,0.044763389974832535,-0.15953078866004944,0.16569198415293449,164.32619636173115,True
2026-01-21T05:00:00+00:00,33.205873777807575,-37.26288493977776,0.044763389974832535,-0.15953078866004944,0.16569198415293449,164.32619636173115,True
2026-01-21T05:10:00+00:00,33.20501296089727,-37.262596260749795,0.044763389974832535,-0.15953078866004944,0.16569198415293449,164.32619636173115,True
2026-01-21T05:20:00+00:00,33.20415214398697,-37.262307584560546,0.044763389974832535,-0.15953078866004944,0.16569198415293449,164.32619636173115,True
2026-01-21T05:30:00+00:00,33.20329132707666,-37.26201891120989,0.044763389974832535,-0.15953078866004944,0.16569198415293449,164.32619636173115,True
2026-01-21T05:40:00+00:00,33.20243051016636,-37.26173024069772,0.044763389974832535,-0.15953078866004944,0.16569198415293449,164.32619636173115,True
2026-01-21T05:50:00+00:00,33.201569693256054,-37.26144157302391,0.044763389974832535,-0.15953078866004944,0.16569198415293449,164.32619636173115,True
2026-01-21T06:00:00+00:00,33.20070887634575,-37.26115290818833,0.044763389974832535,-0.15953078866004944,0.16569198415293449,164.32619636173115,True
2026-01-21T06:10:00+00:00,33.199848059435446,-37.26086424619086,0.044763389974832535,-0.15953078866004944,0.16569198415293449,164.32619636173115,True
2026-01-21T06:20:00+00:00,33.19898724252514,-37.26057558703139,0.044763389974832535,-0.15953078866004944,0.16569198415293449,164.32619636173115,True
2026-01-21T06:30:00+00:00,33.19812642561484,-37.26028693070979,0.044763389974832535,-0.15953078866004944,0.16569198415293449,164.32619636173115,True
2026-01-21T06:40:00+00:00,33.197265608704534,-37.25999827722594,0.044763389974832535,-0.15953078866004944,0.16569198415293449,164.32619636173115,True
2026-01-21T06:50:00+00:00,33.19640479179423,-37.25970962657972,0.044763389974832535,-0.15953078866004944,0.16569198415293449,164.32619636173115,True
2026-01-21T07:00:00+00:00,33.195543974883925,-37.25942097877101,0.044763389974832535,-0.15953078866004944,0.16569198415293449,164.32619636173115,True
2026-01-21T07:10:00+00:00,33.19468315797362,-37.25913233379969,0.044763389974832535,-0.15953078866004944,0.16569198415293449,164.32619636173115,True
2026-01-21T07:20:00+00:00,33.19382234106332,-37.25884369166564,0.044763389974832535,-0.15953078866004944,0.16569198415293449,164.32619636173115,True
2026-01-21T07:30:00+00:00,33.19296152415301,-37.258555052368735,0.044763389974832535,-0.15953078866004944,0.16569198415293449,164.32619636173115,True
2026-01-21T07:40:00+00:00,33.19210070724271,-37.25826641590885,0.044763389974832535,-0.15953078866004944,0.16569198415293449,164.32619636173115,True
2026-01-21T07:50:00+00:00,33.191239890332405,-37.25797778228587,0.044763389974832535,-0.15953078866004944,0.16569198415293449,164.32619636173115,True
2026-01-21T08:00:00+00:00,33.1903790734221,-37.257689151499676,0.044763389974832535,-0.15953078866004944,0.16569198415293449,164.32619636173115,True
2026-01-21T08:10:00+00:00,33.189518256511796,-37.257400523550146,0.044763389974832535,-0.15953078866004944,0.16569198415293449,164.32619636173115,True
2026-01-21T08:20:00+00:00,33.18865743960149,-37.25711189843716,0.044763389974832535,-0.15953078866004944,0.16569198415293449,164.32619636173115,True
2026-01-21T08:30:00+00:00,33.18779662269119,-37.256823276160596,0.044763389974832535,-0.15953078866004944,0.16569198415293449,164.32619636173115,True
2026-01-21T08:40:00+00:00,33.186935805780884,-37.256534656720326,0.044763389974832535,-0.15953078866004944,0.16569198415293449,164.32619636173115,True
2026-01-21T08:50:00+00:00,33.18607498887058,-37.25624604011624,0.044763389974832535,-0.15953078866004944,0.16569198415293449,164.32619636173115,True
2026-01-21T09:00:00+00:00,33.185214171960276,-37.25595742634821,0.044763389974832535,-0.15953078866004944,0.16569198415293449,164.32619636173115,True
2026-01-21T09:10:00+00:00,33.18435335504997,-37.25566881541612,0.044763389974832535,-0.15953078866004944,0.16569198415293449,164.32619636173115,True
2026-01-21T09:20:00+00:00,33.18349253813967,-37.255380207319845,0.044763389974832535,-0.15953078866004944,0.16569198415293449,164.32619636173115,True
2026-01-21T09:30:00+00:00,33.18263172122936,-37.25509160205927,0.044763389974832535,-0.15953078866004944,0.16569198415293449,164.32619636173115,True
2026-01-21T09:40:00+00:00,33.18177090431906,-37.254802999634265,0.044763389974832535,-0.15953078866004944,0.16569198415293449,164.32619636173115,True
2026-01-21T09:50:00+00:00,33.180910087408755,-37.25451440004471,0.044763389974832535,-0.15953078866004944,0.16569198415293449,164.32619636173115,True
2026-01-21T10:00:00+00:00,33.18004927049845,-37.254225803290495,0.044763389974832535,-0.15953078866004944,0.16569198415293449,164.32619636173115,True
2026-01-21T10:10:00+00:00,33.17918845358815,-37.25393720937149,0.04529577121138573,-0.151487797498703,0.15811470418858029,163.35301583463615,True
2026-01-21T10:20:00+00:00,33.1783710360922,-37.25364518600781,0.04529577121138573,-0.151487797498703,0.15811470418858029,163.35301583463615,True
2026-01-21T10:30:00+00:00,33.17755361859626,-37.25335316536818,0.04529577121138573,-0.151487797498703,0.15811470418858029,163.35301583463615,True
2026-01-21T10:40:00+00:00,33.17673620110031,-37.253061147452506,0.04529577121138573,-0.151487797498703,0.15811470418858029,163.35301583463615,True
2026-01-21T10:50:00+00:00,33.17591878360437,-37.252769132260674,0.04529577121138573,-0.151487797498703,0.15811470418858029,163.35301583463615,True
2026-01-21T11:00:00+00:00,33.17510136610842,-37.25247711979257,0.04529577121138573,-0.151487797498703,0.15811470418858029,163.35301583463615,True
2026-01-21T11:10:00+00:00,33.17428394861248,-37.25218511004809,0.04529577121138573,-0.151487797498703,0.15811470418858029,163.35301583463615,True
2026-01-21T11:20:00+00:00,33.17346653111653,-37.251893103027115,0.04529577121138573,-0.151487797498703,0.15811470418858029,163.35301583463615,True
2026-01-21T11:30:00+00:00,33.17264911362059,-37.251601098729545,0.04529577121138573,-0.151487797498703,0.15811470418858029,163.35301583463615,True
2026-01-21T11:40:00+00:00,33.17183169612464,-37.25130909715526,0.04529577121138573,-0.151487797498703,0.15811470418858029,163.35301583463615,True
2026-01-21T11:50:00+00:00,33.1710142786287,-37.25101709830415,0.04529577121138573,-0.151487797498703,0.15811470418858029,163.35301583463615,True
